"novalnetSepaGuarantee","Директна дебитна сепа са гаранцијом плаћања",sr_ME
"novalnetSepaGuarantee","Директна дебитна сепа са гаранцијом плаћања",sr_RS
"novalnetSepaGuarantee","Neposredna debetna sepa z garancijo za plačilo",sl_SL
"novalnetSepaGuarantee","Debiti i drejtpërdrejtë SEPA me garanci pagese",al_AL
"novalnetSepaGuarantee","Директен дебит SEPA с гаранция за плащане",bg_BG
"novalnetSepaGuarantee","Debiti i drejtpërdrejtë SEPA me garanci pagese",al_XK
"novalnetSepaGuarantee","Директен дебитен сепа со гаранција за плаќање",mk_MK
"novalnetInvoice","Invoice",en_US
"novalnetInvoice","Kauf auf Rechnung",de_DE
"novalnetInvoice","Facture d'achat",fr_FR
"novalnetInvoice","Τιμολόγιο",rl_GR
"novalnetInvoice","Fattura",it_IT
"novalnetInvoice","Fatura",pt_PT
"novalnetInvoice","Factura",es_ES
"novalnetInvoice","Faktura",nn_NO
"novalnetInvoice","Faktura",sv_SE
"novalnetInvoice","Lasku",fi_FI
"novalnetInvoice","Faktura",da_DK
"novalnetInvoice","Faktura",cs_CZ
"novalnetInvoice","Faktura",pl_PL
"novalnetInvoice","Faktúra",sk_SK
"novalnetInvoice","Faktura",bs_BA
"novalnetInvoice","Dostavnica",hr_HR
"novalnetInvoice","Фактура",sr_ME
"novalnetInvoice","Фактура",sr_RS
"novalnetInvoice","Račun",sl_SL
"novalnetInvoice","Faturë",al_AL
"novalnetInvoice","Фактура",bg_BG
"novalnetInvoice","Faturë",al_XK
"novalnetInvoice","Фактура",mk_MK
"novalnetInvoiceGuarantee","Invoice with payment guarantee",en_US
"novalnetInvoiceGuarantee","Rechnung mit Zahlungsgarantie“,de_DE
"novalnetInvoiceGuarantee","Facture avec garantie de paiement“,fr_FR
"novalnetInvoiceGuarantee","Τιμολόγιο με εγγύηση πληρωμής",rl_GR
"novalnetInvoiceGuarantee","Fattura con garanzia di pagamento",it_IT
"novalnetInvoiceGuarantee","Fatura com garantia de pagamento",pt_PT
"novalnetInvoiceGuarantee","Factura con garantía de pago",es_ES
"novalnetInvoiceGuarantee","Faktura med betalingsgaranti",nn_NO
"novalnetInvoiceGuarantee","Faktura med betalningsgaranti",sv_SE
"novalnetInvoiceGuarantee","Lasku maksutakuu",fi_FI
"novalnetInvoiceGuarantee","Faktura med betalingsgaranti",da_DK
"novalnetInvoiceGuarantee","Faktura se zárukou platby",cs_CZ
"novalnetInvoiceGuarantee","Faktura z gwarancją płatności",pl_PL
"novalnetInvoiceGuarantee","Faktúra so zárukou platby",sk_SK
"novalnetInvoiceGuarantee","Račun sa garancijom za plaćanje",bs_BA
"novalnetInvoiceGuarantee","Faktura s jamstvom plaćanja",hr_HR
"novalnetInvoiceGuarantee","Рачун са гаранцијом плаћања",sr_ME
"novalnetInvoiceGuarantee","Рачун са гаранцијом плаћања",sr_RS
"novalnetInvoiceGuarantee","Račun z garancijo za plačilo",sl_SL
"novalnetInvoiceGuarantee","Faturë me garanci të pagesës",al_AL
"novalnetInvoiceGuarantee","Фактура с гаранция за плащане",bg_BG
"novalnetInvoiceGuarantee","Faturë me garanci të pagesës",al_XK
"novalnetInvoiceGuarantee","Фактура со гаранција за плаќање",mk_MK
"novalnetPrepayment","Prepayment",en_US
"novalnetPrepayment","Vorkasse“,de_DE
"novalnetPrepayment","Prépaiement“,fr_FR
"novalnetPrepayment","Προπληρωμή",rl_GR
"novalnetPrepayment","Pagamento anticipato",it_IT
"novalnetPrepayment","Pré -pagamento",pt_PT
"novalnetPrepayment","Pago por adelantado",es_ES
"novalnetPrepayment","Forskuddsbetaling",nn_NO
"novalnetPrepayment","Förskottsbetalning",sv_SE
"novalnetPrepayment","Esimaksu",fi_FI
"novalnetPrepayment","Forudbetaling",da_DK
"novalnetPrepayment","Předplacení",cs_CZ
"novalnetPrepayment","Przedpłata",pl_PL
"novalnetPrepayment","Predplatenie",sk_SK
"novalnetPrepayment","Unaprijed",bs_BA
"novalnetPrepayment","Plaćanje unaprijed",hr_HR
"novalnetPrepayment","Преплата",sr_ME
"novalnetPrepayment","Преплата",sr_RS
"novalnetPrepayment","Predplačilo",sl_SL
"novalnetPrepayment","Përgatitje",al_AL
"novalnetPrepayment","Предварително плащане	",bg_BG
"novalnetPrepayment","Përgatitje",al_XK
"novalnetPrepayment","Претплата",mk_MK
"novalnetIdeal","iDEAL",en_US
"novalnetIdeal","iDEAL",de_DE
"novalnetIdeal","iDEAL“,fr_FR
"novalnetIdeal","iDEAL",rl_GR
"novalnetIdeal","iDEAL",it_IT
"novalnetIdeal","iDEAL",pt_PT
"novalnetIdeal","iDEAL",es_ES
"novalnetIdeal","iDEAL",nn_NO
"novalnetIdeal","iDEAL",sv_SE
"novalnetIdeal","iDEAL",fi_FI
"novalnetIdeal","iDEAL",da_DK
"novalnetIdeal","iDEAL",cs_CZ
"novalnetIdeal","iDEAL",pl_PL
"novalnetIdeal","iDEAL",sk_SK
"novalnetIdeal","iDEAL",bs_BA
"novalnetIdeal","iDEAL",hr_HR
"novalnetIdeal","iDEAL",sr_ME
"novalnetIdeal","iDEAL",sr_RS
"novalnetIdeal","iDEAL",sl_SL
"novalnetIdeal","iDEAL",al_AL
"novalnetIdeal","iDEAL",bg_BG
"novalnetIdeal","iDEAL",al_XK
"novalnetIdeal","iDEAL",mk_MK
"novalnetSofort","Sofort",en_US
"novalnetSofort","Sofort“,de_DE
"novalnetSofort","Sofort“,fr_FR
"novalnetSofort","Sofort",rl_GR
"novalnetSofort","Sofort",it_IT
"novalnetSofort","Sofort",pt_PT
"novalnetSofort","Sofort",es_ES
"novalnetSofort","Sofort",nn_NO
"novalnetSofort","Sofort",sv_SE
"novalnetSofort","Sofort",fi_FI
"novalnetSofort","Sofort",da_DK
"novalnetSofort","Sofort",cs_CZ
"novalnetSofort","Sofort",pl_PL
"novalnetSofort","Sofort",sk_SK
"novalnetSofort","Sofort",bs_BA
"novalnetSofort","Sofort",hr_HR
"novalnetSofort","Sofort",sr_ME
"novalnetSofort","Sofort",sr_RS
"novalnetSofort","Sofort",sl_SL
"novalnetSofort","Sofort",al_AL
"novalnetSofort","Sofort",bg_BG
"novalnetSofort","Sofort",al_XK
"novalnetSofort","Sofort",mk_MK
"novalnetGiropay","giropay",en_US
"novalnetGiropay","giropay",de_DE
"novalnetGiropay","giropay“,fr_FR
"novalnetGiropay","giropay",rl_GR
"novalnetGiropay","giropay",it_IT
"novalnetGiropay","giropay",pt_PT
"novalnetGiropay","giropay",es_ES
"novalnetGiropay","giropay",nn_NO
"novalnetGiropay","giropay",sv_SE
"novalnetGiropay","giropay",fi_FI
"novalnetGiropay","giropay",da_DK
"novalnetGiropay","giropay",cs_CZ
"novalnetGiropay","giropay",pl_PL
"novalnetGiropay","giropay",sk_SK
"novalnetGiropay","giropay",bs_BA
"novalnetGiropay","giropay",hr_HR
"novalnetGiropay","giropay",sr_ME
"novalnetGiropay","giropay",sr_RS
"novalnetGiropay","giropay",sl_SL
"novalnetGiropay","giropay",al_AL
"novalnetGiropay","giropay",bg_BG
"novalnetGiropay","giropay",al_XK
"novalnetGiropay","giropay",mk_MK
"novalnetBarzahlen","Barzahlen/viacash",en_US
"novalnetBarzahlen","Barzahlen/viacash",de_DE
"novalnetBarzahlen","Barzahlen/viacash“,fr_FR
"novalnetBarzahlen","Barzahlen/viacash",rl_GR
"novalnetBarzahlen","Barzahlen/viacash",it_IT
"novalnetBarzahlen","Barzahlen/viacash",pt_PT
"novalnetBarzahlen","Barzahlen/viacash",es_ES
"novalnetBarzahlen","Barzahlen/viacash",nn_NO
"novalnetBarzahlen","Barzahlen/viacash",sv_SE
"novalnetBarzahlen","Barzahlen/viacash",fi_FI
"novalnetBarzahlen","Barzahlen/viacash",da_DK
"novalnetBarzahlen","Barzahlen/viacash",cs_CZ
"novalnetBarzahlen","Barzahlen/viacash",pl_PL
"novalnetBarzahlen","Barzahlen/viacash",sk_SK
"novalnetBarzahlen","Barzahlen/viacash",bs_BA
"novalnetBarzahlen","Barzahlen/viacash",hr_HR
"novalnetBarzahlen","Barzahlen/viacash",sr_ME
"novalnetBarzahlen","Barzahlen/viacash",sr_RS
"novalnetBarzahlen","Barzahlen/viacash",sl_SL
"novalnetBarzahlen","Barzahlen/viacash",al_AL
"novalnetBarzahlen","Barzahlen/viacash",bg_BG
"novalnetBarzahlen","Barzahlen/viacash",al_XK
"novalnetBarzahlen","Barzahlen/viacash",mk_MK
"novalnetPrzelewy","Przelewy24",en_US
"novalnetPrzelewy","Przelewy24",de_DE
"novalnetPrzelewy","Przelewy24“,fr_FR
"novalnetPrzelewy","Przelewy24",rl_GR
"novalnetPrzelewy","Przelewy24",it_IT
"novalnetPrzelewy","Przelewy24",pt_PT
"novalnetPrzelewy","Przelewy24",es_ES
"novalnetPrzelewy","Przelewy24",nn_NO
"novalnetPrzelewy","Przelewy24",sv_SE
"novalnetPrzelewy","Przelewy24",fi_FI
"novalnetPrzelewy","Przelewy24",da_DK
"novalnetPrzelewy","Przelewy24",cs_CZ
"novalnetPrzelewy","Przelewy24",pl_PL
"novalnetPrzelewy","Przelewy24",sk_SK
"novalnetPrzelewy","Przelewy24",bs_BA
"novalnetPrzelewy","Przelewy24",hr_HR
"novalnetPrzelewy","Przelewy24",sr_ME
"novalnetPrzelewy","Przelewy24",sr_RS
"novalnetPrzelewy","Przelewy24",sl_SL
"novalnetPrzelewy","Przelewy24",al_AL
"novalnetPrzelewy","Przelewy24",bg_BG
"novalnetPrzelewy","Przelewy24",al_XK
"novalnetPrzelewy","Przelewy24",mk_MK
"novalnetEps","eps",en_US
"novalnetEps","eps",de_DE
"novalnetEps","eps“,fr_FR
"novalnetEps","eps",rl_GR
"novalnetEps","eps",it_IT
"novalnetEps","eps",pt_PT
"novalnetEps","eps",es_ES
"novalnetEps","eps",nn_NO
"novalnetEps","eps",sv_SE
"novalnetEps","eps",fi_FI
"novalnetEps","eps",da_DK
"novalnetEps","eps",cs_CZ
"novalnetEps","eps",pl_PL
"novalnetEps","eps",sk_SK
"novalnetEps","eps",bs_BA
"novalnetEps","eps",hr_HR
"novalnetEps","eps",sr_ME
"novalnetEps","eps",sr_RS
"novalnetEps","eps",sl_SL
"novalnetEps","eps",al_AL
"novalnetEps","eps",bg_BG
"novalnetEps","eps",al_XK
"novalnetEps","eps",mk_MK
"novalnetPaypal","PayPal",en_US
"novalnetPaypal","PayPal",de_DE
"novalnetPaypal","PayPal“,fr_FR
"novalnetPaypal","PayPal",rl_GR
"novalnetPaypal","PayPal",it_IT
"novalnetPaypal","PayPal",pt_PT
"novalnetPaypal","PayPal",es_ES
"novalnetPaypal","PayPal",nn_NO
"novalnetPaypal","PayPal",sv_SE
"novalnetPaypal","PayPal",fi_FI
"novalnetPaypal","PayPal",da_DK
"novalnetPaypal","PayPal",cs_CZ
"novalnetPaypal","PayPal",pl_PL
"novalnetPaypal","PayPal",sk_SK
"novalnetPaypal","PayPal",bs_BA
"novalnetPaypal","PayPal",hr_HR
"novalnetPaypal","PayPal",sr_ME
"novalnetPaypal","PayPal",sr_RS
"novalnetPaypal","PayPal",sl_SL
"novalnetPaypal","PayPal",al_AL
"novalnetPaypal","PayPal",bg_BG
"novalnetPaypal","PayPal",al_XK
"novalnetPaypal","PayPal",mk_MK
"novalnetPostfinanceCard","PostFinance Card",en_US
"novalnetPostfinanceCard","PostFinance Card",de_DE
"novalnetPostfinanceCard","PostFinance Card“,fr_FR
"novalnetPostfinanceCard","PostFinance Card",rl_GR
"novalnetPostfinanceCard","PostFinance Card",it_IT
"novalnetPostfinanceCard","PostFinance Card",pt_PT
"novalnetPostfinanceCard","PostFinance Card",es_ES
"novalnetPostfinanceCard","PostFinance Card",nn_NO
"novalnetPostfinanceCard","PostFinance Card",sv_SE
"novalnetPostfinanceCard","PostFinance Card",fi_FI
"novalnetPostfinanceCard","PostFinance Card",da_DK
"novalnetPostfinanceCard","PostFinance Card",cs_CZ
"novalnetPostfinanceCard","PostFinance Card",pl_PL
"novalnetPostfinanceCard","PostFinance Card",sk_SK
"novalnetPostfinanceCard","PostFinance Card",bs_BA
"novalnetPostfinanceCard","PostFinance Card",hr_HR
"novalnetPostfinanceCard","PostFinance Card",sr_ME
"novalnetPostfinanceCard","PostFinance Card",sr_RS
"novalnetPostfinanceCard","PostFinance Card",sl_SL
"novalnetPostfinanceCard","PostFinance Card",al_AL
"novalnetPostfinanceCard","PostFinance Card",bg_BG
"novalnetPostfinanceCard","PostFinance Card",al_XK
"novalnetPostfinanceCard","PostFinance Card",mk_MK
"novalnetPostfinance","PostFinance E-Finance",en_US
"novalnetPostfinance","PostFinance E-Finance",de_DE
"novalnetPostfinance","PostFinance E-Finance“,fr_FR
"novalnetPostfinance","PostFinance E-Finance",rl_GR
"novalnetPostfinance","PostFinance E-Finance",it_IT
"novalnetPostfinance","PostFinance E-Finance",pt_PT
"novalnetPostfinance","PostFinance E-Finance",es_ES
"novalnetPostfinance","PostFinance E-Finance",nn_NO
"novalnetPostfinance","PostFinance E-Finance",sv_SE
"novalnetPostfinance","PostFinance E-Finance",fi_FI
"novalnetPostfinance","PostFinance E-Finance",da_DK
"novalnetPostfinance","PostFinance E-Finance",cs_CZ
"novalnetPostfinance","PostFinance E-Finance",pl_PL
"novalnetPostfinance","PostFinance E-Finance",sk_SK
"novalnetPostfinance","PostFinance E-Finance",bs_BA
"novalnetPostfinance","PostFinance E-Finance",hr_HR
"novalnetPostfinance","PostFinance E-Finance",sr_ME
"novalnetPostfinance","PostFinance E-Finance",sr_RS
"novalnetPostfinance","PostFinance E-Finance",sl_SL
"novalnetPostfinance","PostFinance E-Finance",al_AL
"novalnetPostfinance","PostFinance E-Finance",bg_BG
"novalnetPostfinance","PostFinance E-Finance",al_XK
"novalnetPostfinance","PostFinance E-Finance",mk_MK
"novalnetBancontact","Bancontact",en_US
"novalnetBancontact","Bancontact",de_DE
"novalnetBancontact","Bancontact“,fr_FR
"novalnetBancontact","Bancontact",rl_GR
"novalnetBancontact","Bancontact",it_IT
"novalnetBancontact","Bancontact",pt_PT
"novalnetBancontact","Bancontact",es_ES
"novalnetBancontact","Bancontact",nn_NO
"novalnetBancontact","Bancontact",sv_SE
"novalnetBancontact","Bancontact",fi_FI
"novalnetBancontact","Bancontact",da_DK
"novalnetBancontact","Bancontact",cs_CZ
"novalnetBancontact","Bancontact",pl_PL
"novalnetBancontact","Bancontact",sk_SK
"novalnetBancontact","Bancontact",bs_BA
"novalnetBancontact","Bancontact",hr_HR
"novalnetBancontact","Bancontact",sr_ME
"novalnetBancontact","Bancontact",sr_RS
"novalnetBancontact","Bancontact",sl_SL
"novalnetBancontact","Bancontact",al_AL
"novalnetBancontact","Bancontact",bg_BG
"novalnetBancontact","Bancontact",al_XK
"novalnetBancontact","Bancontact",mk_MK
"novalnetMultibanco","Multibanco",en_US
"novalnetMultibanco","Multibanco",de_DE
"novalnetMultibanco","Multibanco“,fr_FR
"novalnetMultibanco","Multibanco",rl_GR
"novalnetMultibanco","Multibanco",it_IT
"novalnetMultibanco","Multibanco",pt_PT
"novalnetMultibanco","Multibanco",es_ES
"novalnetMultibanco","Multibanco",nn_NO
"novalnetMultibanco","Multibanco",sv_SE
"novalnetMultibanco","Multibanco",fi_FI
"novalnetMultibanco","Multibanco",da_DK
"novalnetMultibanco","Multibanco",cs_CZ
"novalnetMultibanco","Multibanco",pl_PL
"novalnetMultibanco","Multibanco",sk_SK
"novalnetMultibanco","Multibanco",bs_BA
"novalnetMultibanco","Multibanco",hr_HR
"novalnetMultibanco","Multibanco",sr_ME
"novalnetMultibanco","Multibanco",sr_RS
"novalnetMultibanco","Multibanco",sl_SL
"novalnetMultibanco","Multibanco",al_AL
"novalnetMultibanco","Multibanco",bg_BG
"novalnetMultibanco","Multibanco",al_XK
"novalnetMultibanco","Multibanco",mk_MK
"novalnetOnlineBanktransfer","Online bank transfer",en_US
"novalnetOnlineBanktransfer","Onlineüberweisung",de_DE
"novalnetOnlineBanktransfer","Online bank transfer“,fr_FR
"novalnetOnlineBanktransfer","Online bank transfer",rl_GR
"novalnetOnlineBanktransfer","Online bank transfer",it_IT
"novalnetOnlineBanktransfer","Online bank transfer",pt_PT
"novalnetOnlineBanktransfer","Online bank transfer",es_ES
"novalnetOnlineBanktransfer","Online bank transfer",nn_NO
"novalnetOnlineBanktransfer","Online bank transfer",sv_SE
"novalnetOnlineBanktransfer","Online bank transfer",fi_FI
"novalnetOnlineBanktransfer","Online bank transfer",da_DK
"novalnetOnlineBanktransfer","Online bank transfer",cs_CZ
"novalnetOnlineBanktransfer","Online bank transfer",pl_PL
"novalnetOnlineBanktransfer","Online bank transfer",sk_SK
"novalnetOnlineBanktransfer","Online bank transfer",bs_BA
"novalnetOnlineBanktransfer","Online bank transfer",hr_HR
"novalnetOnlineBanktransfer","Online bank transfer",sr_ME
"novalnetOnlineBanktransfer","Online bank transfer",sr_RS
"novalnetOnlineBanktransfer","Online bank transfer",sl_SL
"novalnetOnlineBanktransfer","Online bank transfer",al_AL
"novalnetOnlineBanktransfer","Online bank transfer",bg_BG
"novalnetOnlineBanktransfer","Online bank transfer",al_XK
"novalnetOnlineBanktransfer","Online bank transfer",mk_MK
"novalnetTrustly","Trustly",en_US
"novalnetTrustly","Trustly",de_DE
"novalnetTrustly","Trustly“,fr_FR
"novalnetTrustly","Trustly",rl_GR
"novalnetTrustly","Trustly",it_IT
"novalnetTrustly","Trustly",pt_PT
"novalnetTrustly","Trustly",es_ES
"novalnetTrustly","Trustly",nn_NO
"novalnetTrustly","Trustly",sv_SE
"novalnetTrustly","Trustly",fi_FI
"novalnetTrustly","Trustly",da_DK
"novalnetTrustly","Trustly",cs_CZ
"novalnetTrustly","Trustly",pl_PL
"novalnetTrustly","Trustly",sk_SK
"novalnetTrustly","Trustly",bs_BA
"novalnetTrustly","Trustly",hr_HR
"novalnetTrustly","Trustly",sr_ME
"novalnetTrustly","Trustly",sr_RS
"novalnetTrustly","Trustly",sl_SL
"novalnetTrustly","Trustly",al_AL
"novalnetTrustly","Trustly",bg_BG
"novalnetTrustly","Trustly",al_XK
"novalnetTrustly","Trustly",mk_MK
"novalnetAlipay","Alipay",en_US
"novalnetAlipay","Alipay",de_DE
"novalnetAlipay","Alipay“,fr_FR
"novalnetAlipay","Alipay",rl_GR
"novalnetAlipay","Alipay",it_IT
"novalnetAlipay","Alipay",pt_PT
"novalnetAlipay","Alipay",es_ES
"novalnetAlipay","Alipay",nn_NO
"novalnetAlipay","Alipay",sv_SE
"novalnetAlipay","Alipay",fi_FI
"novalnetAlipay","Alipay",da_DK
"novalnetAlipay","Alipay",cs_CZ
"novalnetAlipay","Alipay",pl_PL
"novalnetAlipay","Alipay",sk_SK
"novalnetAlipay","Alipay",bs_BA
"novalnetAlipay","Alipay",hr_HR
"novalnetAlipay","Alipay",sr_ME
"novalnetAlipay","Alipay",sr_RS
"novalnetAlipay","Alipay",sl_SL
"novalnetAlipay","Alipay",al_AL
"novalnetAlipay","Alipay",bg_BG
"novalnetAlipay","Alipay",al_XK
"novalnetAlipay","Alipay",mk_MK
"novalnetWechatpay","WeChat Pay",en_US
"novalnetWechatpay","WeChat Pay",de_DE
"novalnetWechatpay","WeChat Pay“,fr_FR
"novalnetWechatpay","WeChat Pay",rl_GR
"novalnetWechatpay","WeChat Pay",it_IT
"novalnetWechatpay","WeChat Pay",pt_PT
"novalnetWechatpay","WeChat Pay",es_ES
"novalnetWechatpay","WeChat Pay",nn_NO
"novalnetWechatpay","WeChat Pay",sv_SE
"novalnetWechatpay","WeChat Pay",fi_FI
"novalnetWechatpay","WeChat Pay",da_DK
"novalnetWechatpay","WeChat Pay",cs_CZ
"novalnetWechatpay","WeChat Pay",pl_PL
"novalnetWechatpay","WeChat Pay",sk_SK
"novalnetWechatpay","WeChat Pay",bs_BA
"novalnetWechatpay","WeChat Pay",hr_HR
"novalnetWechatpay","WeChat Pay",sr_ME
"novalnetWechatpay","WeChat Pay",sr_RS
"novalnetWechatpay","WeChat Pay",sl_SL
"novalnetWechatpay","WeChat Pay",al_AL
"novalnetWechatpay","WeChat Pay",bg_BG
"novalnetWechatpay","WeChat Pay",al_XK
"novalnetWechatpay","WeChat Pay",mk_MK
"novalnet.sepa-iban","IBAN",en_US
"novalnet.sepa-iban","IBAN",de_DE
"novalnet.sepa-iban","IBAN“,fr_FR
"novalnet.sepa-iban","IBAN",rl_GR
"novalnet.sepa-iban","IBAN",it_IT
"novalnet.sepa-iban","IBAN",pt_PT
"novalnet.sepa-iban","IBAN",es_ES
"novalnet.sepa-iban","IBAN",nn_NO
"novalnet.sepa-iban","IBAN",sv_SE
"novalnet.sepa-iban","IBAN",fi_FI
"novalnet.sepa-iban","IBAN",da_DK
"novalnet.sepa-iban","IBAN",cs_CZ
"novalnet.sepa-iban","IBAN",pl_PL
"novalnet.sepa-iban","IBAN",sk_SK
"novalnet.sepa-iban","IBAN",bs_BA
"novalnet.sepa-iban","IBAN",hr_HR
"novalnet.sepa-iban","IBAN",sr_ME
"novalnet.sepa-iban","IBAN",sr_RS
"novalnet.sepa-iban","IBAN",sl_SL
"novalnet.sepa-iban","IBAN",al_AL
"novalnet.sepa-iban","IBAN",bg_BG
"novalnet.sepa-iban","IBAN",al_XK
"novalnet.sepa-iban","IBAN",mk_MK
"novalnet.sepa-payment-description","The amount will be debited from your account by Novalnet",en_US
"novalnet.sepa-payment-description","Der Betrag wird durch Novalnet von Ihrem Konto abgebucht",de_DE
"novalnet.sepa-payment-description","Le montant sera débité de votre compte par Novalnet“,fr_FR
"novalnet.sepa-payment-description","Το ποσό θα χρεωθεί από τον λογαριασμό σας από το Novalnet",rl_GR
"novalnet.sepa-payment-description","L'importo verrà addebitato dal tuo account da Novalnet",it_IT
"novalnet.sepa-payment-description","O valor será debitado em sua conta pela Notalnet",pt_PT
"novalnet.sepa-payment-description","El monto será debitado desde su cuenta por Novalnet",es_ES
"novalnet.sepa-payment-description","Beløpet vil bli debitert fra kontoen din av Novalnet",nn_NO
"novalnet.sepa-payment-description","Beloppet debiteras från ditt konto av Novalnet",sv_SE
"novalnet.sepa-payment-description","Novelnet veloitetaan tililtäsi",fi_FI
"novalnet.sepa-payment-description","Beløbet vil blive debiteret fra din konto af Novalnet",da_DK
"novalnet.sepa-payment-description","Částka bude odepsána z vašeho účtu společností Novalnet",cs_CZ
"novalnet.sepa-payment-description","Kwota zostanie pobita z twojego konta przez Novalnet",pl_PL
"novalnet.sepa-payment-description","Suma bude z vášho účtu vyzdvihnutá z vášho účtu Namalnet",sk_SK
"novalnet.sepa-payment-description","Iznos će biti zadužen sa vašeg računa Novalnet",bs_BA
"novalnet.sepa-payment-description","Iznos će s vašeg računa biti dužan od novalneta",hr_HR
"novalnet.sepa-payment-description","Износ ће бити задужен са вашег рачуна путем Новалнет-а",sr_ME
"novalnet.sepa-payment-description","Износ ће бити задужен са вашег рачуна путем Новалнет-а",sr_RS
"novalnet.sepa-payment-description","Znesek bo iz vašega računa bremenil Novalnet",sl_SL
"novalnet.sepa-payment-description","Shuma do të debitohet nga llogaria juaj nga NovalNet",al_AL
"novalnet.sepa-payment-description","Сумата ще бъде дебитирана от вашия акаунт от Novalnet",bg_BG
"novalnet.sepa-payment-description","Shuma do të debitohet nga llogaria juaj nga NovalNet",al_XK
"novalnet.sepa-payment-description","Износот ќе се дебитира од вашата сметка од Новалнет",mk_MK
"novalnet.sepa-iban-invalid","Invalid IBAN",en_US
"novalnet.sepa-iban-invalid","Die IBAN ist ungültig",de_DE
"novalnet.sepa-iban-invalid","Invalid IBAN“,fr_FR
"novalnet.sepa-iban-invalid","Invalid IBAN",rl_GR
"novalnet.sepa-iban-invalid","Invalid IBAN",it_IT
"novalnet.sepa-iban-invalid","Invalid IBAN",pt_PT
"novalnet.sepa-iban-invalid","Invalid IBAN",es_ES
